original_row_index,doi,original_salt,rejection_reason
4186,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4187,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4188,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4189,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4190,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4191,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4192,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4193,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4194,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4195,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4196,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4197,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4198,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4199,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4200,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4201,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4202,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4203,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4204,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4205,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4206,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4207,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4208,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4209,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4210,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4211,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4212,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4213,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4214,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4215,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4216,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4217,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4218,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4219,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4220,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4221,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4222,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4223,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4224,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4225,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4226,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4227,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4228,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4229,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4230,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4231,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4232,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4233,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4234,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4235,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4236,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4237,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4238,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4239,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4240,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4241,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4242,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4243,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4244,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4245,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4246,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4247,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4248,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4249,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4250,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4251,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4252,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4253,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4254,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4255,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4256,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4257,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4258,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4259,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4260,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4261,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4262,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4263,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4264,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4265,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4266,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4267,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4268,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4269,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4270,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4271,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4272,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4273,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4274,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4275,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4276,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4277,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4278,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4279,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4280,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4281,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4282,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4283,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4284,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4285,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4286,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4287,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4288,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4289,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4290,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4291,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4292,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4293,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4294,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4295,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4296,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4297,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4298,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4299,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4300,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4301,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4302,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4303,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4304,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4305,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4306,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4307,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4308,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4309,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4310,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4311,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4312,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4313,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4314,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4315,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4316,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4317,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4318,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4319,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4320,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4321,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4322,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4323,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4324,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4325,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4326,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4327,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4328,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4329,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4330,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4331,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4332,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4333,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4334,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4335,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4336,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4337,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4338,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4339,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
4340,10.1149/1.1403730,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
